PredicateSignature,count,mean_q_error,median_q_error,p95_q_error,max_q_error
t.kind_id:<|mc.company_id:>|mc.company_type_id:=|mi_idx.info_type_id:>,1,1.2657417614904274,1.2657417614904274,1.2657417614904274,1.2657417614904274
t.production_year:=|mc.company_id:<|mc.company_type_id:>,3,1.2650033005621,1.2350915636249804,1.4170769490510682,1.4372975474317446
t.kind_id:<|t.production_year:=|mc.company_id:>,2,1.263900107260119,1.263900107260119,1.430651897935743,1.4491798746774789
t.kind_id:<|t.production_year:>|mc.company_type_id:<,4,1.2638187534184713,1.2517472734074908,1.3911723629547506,1.414877722733349
t.kind_id:=|mc.company_id:>|mc.company_type_id:=|mi.info_type_id:>,1,1.2632147000052776,1.2632147000052776,1.2632147000052776,1.2632147000052776
t.kind_id:=|t.production_year:=|ci.person_id:>|ci.role_id:=,2,1.2630851435792452,1.2630851435792452,1.358351436402628,1.3689365800496704
ci.person_id:<|ci.role_id:>|mi_idx.info_type_id:>,2,1.2623135998213493,1.2623135998213493,1.4808553695500823,1.5051377884088304
t.kind_id:=|mc.company_id:>|mc.company_type_id:>,2,1.2605023444535115,1.2605023444535115,1.3651194755208447,1.3767436011949927
t.production_year:>|mc.company_type_id:<|ci.person_id:<,1,1.260482760749941,1.260482760749941,1.260482760749941,1.260482760749941
t.production_year:=|ci.person_id:>|ci.role_id:=|mi.info_type_id:<,1,1.2599882973483811,1.2599882973483811,1.2599882973483811,1.2599882973483811
t.kind_id:=|t.production_year:<|ci.person_id:<,2,1.259659901477482,1.259659901477482,1.2860143314592754,1.2889426014572525
ci.person_id:<|mi.info_type_id:>,2,1.2594270600081219,1.2594270600081219,1.4279550835701356,1.4466804195214704
t.kind_id:<|t.production_year:>|ci.person_id:<|mi.info_type_id:>,1,1.2593827630158432,1.2593827630158432,1.2593827630158432,1.2593827630158432
t.kind_id:=|t.production_year:=|mi.info_type_id:>|mi_idx.info_type_id:=,2,1.2576034883637743,1.2576034883637743,1.3552014666008485,1.366045686404968
ci.person_id:>|ci.role_id:=,46,1.2567561120710742,1.1206284371868565,1.7429023573902904,3.744947518644692
t.kind_id:=|t.production_year:=|mi_idx.info_type_id:=,10,1.2555739353522353,1.1368427070437273,1.680210845093802,1.85678391959799
t.kind_id:>|t.production_year:=|mi_idx.info_type_id:>,1,1.2552301255230125,1.2552301255230125,1.2552301255230125,1.2552301255230125
t.production_year:>|mc.company_id:>|mc.company_type_id:<,2,1.2546821107068546,1.2546821107068546,1.2965378427248255,1.3011884796157112
t.kind_id:<|t.production_year:=|ci.person_id:>|ci.role_id:>,2,1.2539583404516679,1.2539583404516679,1.4515634216615472,1.473519541795978
mc.company_id:>|ci.role_id:>,1,1.2528004730300228,1.2528004730300228,1.2528004730300228,1.2528004730300228
mc.company_id:<|ci.person_id:>|ci.role_id:=,1,1.2509739460073033,1.2509739460073033,1.2509739460073033,1.2509739460073033
t.kind_id:=|t.production_year:<|ci.person_id:<|ci.role_id:<,1,1.2509370941253177,1.2509370941253177,1.2509370941253177,1.2509370941253177
t.kind_id:=|mc.company_id:<|mc.company_type_id:<,4,1.2498020801270617,1.255070611355041,1.316490054603915,1.3246774143086364
t.kind_id:=|t.production_year:<|mc.company_id:>,3,1.249734595447175,1.1945058833937892,1.5111814247203907,1.546367595978902
t.kind_id:<|t.production_year:<|ci.person_id:>|ci.role_id:<,2,1.2480734725981835,1.2480734725981835,1.2564804697103165,1.2574145805005534
t.kind_id:<|mi_idx.info_type_id:<,1,1.2480274669576503,1.2480274669576503,1.2480274669576503,1.2480274669576503
t.production_year:>|mc.company_type_id:=,3,1.2479046010082302,1.1392974213538238,1.5554794041218618,1.6017218466516439
t.production_year:<|mc.company_type_id:>,5,1.2474291263485096,1.2059152319308475,1.4171131833349082,1.4608305546804945
t.kind_id:>|t.production_year:>|ci.person_id:<|ci.role_id:=,2,1.2450051816065013,1.2450051816065013,1.3048286449773725,1.3114756964630248
ci.person_id:>|mi.info_type_id:=,1,1.244727286795098,1.244727286795098,1.244727286795098,1.244727286795098
t.kind_id:<|mi.info_type_id:=|mk.keyword_id:=,1,1.2445870088211708,1.2445870088211708,1.2445870088211708,1.2445870088211708
t.production_year:=|ci.role_id:>|mi.info_type_id:>,1,1.2421603436868052,1.2421603436868052,1.2421603436868052,1.2421603436868052
t.kind_id:<|ci.person_id:>|ci.role_id:=,2,1.2420735707116193,1.2420735707116193,1.3882417036943542,1.4044826073591026
t.production_year:>|ci.person_id:<|ci.role_id:=,4,1.241230562670394,1.1464913847054299,1.6059636315412815,1.671480644021172
ci.role_id:>|mk.keyword_id:>,1,1.240672964086119,1.240672964086119,1.240672964086119,1.240672964086119
t.kind_id:<|t.production_year:>|mi.info_type_id:>|mi_idx.info_type_id:=,1,1.2405234491771127,1.2405234491771127,1.2405234491771127,1.2405234491771127
t.kind_id:=|t.production_year:<|mi.info_type_id:>,11,1.2399091957938242,1.2499147867002858,1.4378683454517185,1.5381805823042936
t.production_year:>|ci.person_id:<,13,1.2390889304295716,1.2046638741488485,1.4904076586516535,1.6251271534984706
t.kind_id:>|t.production_year:<|mc.company_id:>|mc.company_type_id:=|mi_idx.info_type_id:>,1,1.238299209835754,1.238299209835754,1.238299209835754,1.238299209835754
ci.role_id:>|mi_idx.info_type_id:>,1,1.237680884672318,1.237680884672318,1.237680884672318,1.237680884672318
t.kind_id:<|t.production_year:=|mk.keyword_id:<,3,1.2351311813440613,1.2527629478572355,1.323739523341025,1.3316258095058904
t.production_year:<|mc.company_id:>|ci.role_id:<,1,1.2351177576166834,1.2351177576166834,1.2351177576166834,1.2351177576166834
ci.role_id:>|mi.info_type_id:>,2,1.234937706695034,1.234937706695034,1.4002197122667575,1.4185843795525046
t.kind_id:>|mc.company_id:<|mc.company_type_id:=|mi_idx.info_type_id:>,1,1.2348102402735364,1.2348102402735364,1.2348102402735364,1.2348102402735364
t.production_year:=|ci.person_id:<|ci.role_id:=|mi_idx.info_type_id:=,1,1.233926967333495,1.233926967333495,1.233926967333495,1.233926967333495
t.production_year:<|ci.person_id:>|ci.role_id:<|mi_idx.info_type_id:<,1,1.2337716416065376,1.2337716416065376,1.2337716416065376,1.2337716416065376
mi_idx.info_type_id:=|mk.keyword_id:>,4,1.232935521572688,1.1789205079033938,1.4160253640457883,1.4496404605948014
ci.person_id:<|mi.info_type_id:<,2,1.2326419959223969,1.2326419959223969,1.3025817594449125,1.3103528442807475
t.kind_id:=|mi.info_type_id:>|mk.keyword_id:<,1,1.2325657482562267,1.2325657482562267,1.2325657482562267,1.2325657482562267
t.kind_id:>|mc.company_type_id:=,1,1.2310616250411497,1.2310616250411497,1.2310616250411497,1.2310616250411497
mc.company_id:>|ci.role_id:<,1,1.230564752678547,1.230564752678547,1.230564752678547,1.230564752678547
t.kind_id:=|t.production_year:>|mc.company_id:<|mc.company_type_id:<,2,1.2301322290219765,1.2301322290219765,1.367201791785233,1.3824317432033726
mi.info_type_id:=|mk.keyword_id:<,1,1.2296205071591841,1.2296205071591841,1.2296205071591841,1.2296205071591841
t.production_year:>|ci.person_id:<|ci.role_id:<|mi_idx.info_type_id:>,1,1.2294841835280708,1.2294841835280708,1.2294841835280708,1.2294841835280708
t.production_year:<|mi.info_type_id:>|mi_idx.info_type_id:>,2,1.2293920697340888,1.2293920697340888,1.2585420550915514,1.2617809423534916
t.production_year:=|ci.role_id:=,3,1.2284298630948145,1.2968588071329021,1.3345918985624203,1.3387844642768112
t.kind_id:=|t.production_year:>|mk.keyword_id:<,5,1.2280954219884523,1.128638664058434,1.4373544778881144,1.447996320358765
t.kind_id:=|ci.person_id:>|ci.role_id:<|mi.info_type_id:<,1,1.226804402669615,1.226804402669615,1.226804402669615,1.226804402669615
t.production_year:=|mi.info_type_id:=|mi_idx.info_type_id:=,1,1.2254360307658976,1.2254360307658976,1.2254360307658976,1.2254360307658976
t.production_year:>|ci.person_id:<|ci.role_id:>|mi_idx.info_type_id:>,1,1.2243032837886008,1.2243032837886008,1.2243032837886008,1.2243032837886008
t.production_year:=|mc.company_id:<|mc.company_type_id:=,2,1.2237849011643942,1.2237849011643942,1.424193805977935,1.4464614620683285
t.kind_id:=|ci.person_id:<,10,1.222273882469985,1.1629613775218544,1.4773766185486523,1.5102653697650417
t.production_year:>|ci.person_id:>,5,1.2219993613297302,1.1848027909447616,1.384172137321838,1.4184693199451
t.kind_id:=|mi_idx.info_type_id:=|mk.keyword_id:<,2,1.2218676831902324,1.2218676831902324,1.232447539536941,1.2336230791310197
t.production_year:=|mi_idx.info_type_id:=,9,1.2214775634641026,1.20874390316147,1.4572386416256375,1.5427547363031233
mc.company_id:<|mc.company_type_id:=|mi.info_type_id:<,1,1.2207250094340971,1.2207250094340971,1.2207250094340971,1.2207250094340971
t.kind_id:=|t.production_year:=|mk.keyword_id:>,5,1.2205175913296404,1.1623602005399152,1.4107352903950738,1.4272723240030165
t.production_year:<|mc.company_id:<|mi.info_type_id:<,1,1.2204394577171493,1.2204394577171493,1.2204394577171493,1.2204394577171493
t.kind_id:<|t.production_year:<|mi.info_type_id:<,7,1.2198704464253798,1.2735800391991665,1.3154469328886,1.3173642615491874
t.kind_id:=|ci.role_id:>|mi.info_type_id:<,1,1.2198359556795242,1.2198359556795242,1.2198359556795242,1.2198359556795242
t.production_year:=|mk.keyword_id:<,26,1.2195206479917797,1.1293024692992455,1.5504739134824894,1.7900967347842036
t.production_year:=|ci.person_id:>|ci.role_id:=,2,1.2188922093219734,1.2188922093219734,1.4011189099563914,1.4213663211379934
t.production_year:=|mi_idx.info_type_id:>,3,1.218527608190361,1.1710334299068117,1.3938716006100027,1.4186313973548017
t.kind_id:<|mi_idx.info_type_id:=|mk.keyword_id:>,2,1.2169968267818243,1.2169968267818243,1.339644203525378,1.3532716898302173
t.kind_id:>|t.production_year:<|mi.info_type_id:<,6,1.2162682141502403,1.1382039866357552,1.5603655362411197,1.6275059513269983
t.kind_id:>|mk.keyword_id:>,4,1.2162475534648942,1.2250020743587156,1.3747796225122109,1.3889771471170407
t.kind_id:<|t.production_year:=|mi.info_type_id:<|mi_idx.info_type_id:>,1,1.2159695817490495,1.2159695817490495,1.2159695817490495,1.2159695817490495
ci.person_id:<|ci.role_id:>|mk.keyword_id:<,1,1.2143783436561624,1.2143783436561624,1.2143783436561624,1.2143783436561624
t.kind_id:<|t.production_year:>|mi_idx.info_type_id:=,12,1.2143708475492498,1.1430713264497536,1.4607412669354545,1.4690741311651871
t.kind_id:>|t.production_year:<|mi_idx.info_type_id:>,4,1.2137546894418514,1.202139364599845,1.3457435116493888,1.358778944855574
t.kind_id:>|t.production_year:<|mc.company_id:>,2,1.2137441121009358,1.2137441121009358,1.3107277419463617,1.3215037008180757
t.kind_id:=|mi_idx.info_type_id:=,3,1.213302499050973,1.2123805433820904,1.2357035648760375,1.2382950117086984
t.kind_id:<|t.production_year:=|mk.keyword_id:>,5,1.2122538909002827,1.195785425263411,1.3798009852321076,1.4146013804604622
t.kind_id:>|t.production_year:>|mi.info_type_id:>,8,1.212060704843664,1.1287102453030848,1.616963992682872,1.7077196044011913
t.kind_id:<|t.production_year:>|ci.person_id:>,8,1.212021190799986,1.143563804423299,1.580962796898998,1.7132667217579056
t.production_year:>|ci.person_id:>|ci.role_id:<,1,1.211786114075274,1.211786114075274,1.211786114075274,1.211786114075274
t.kind_id:<|ci.person_id:<|ci.role_id:>,3,1.211628008627524,1.071478685988811,1.4811257028071891,1.5266420380092312
t.kind_id:>|t.production_year:=|mi.info_type_id:<|mk.keyword_id:<,1,1.2092755529972865,1.2092755529972865,1.2092755529972865,1.2092755529972865
t.production_year:<|mc.company_id:>|mc.company_type_id:=,1,1.2087259271256254,1.2087259271256254,1.2087259271256254,1.2087259271256254
t.kind_id:=|t.production_year:<|mi_idx.info_type_id:=,4,1.2084103659095036,1.1909049807333014,1.3732872754146794,1.3971266327350802
t.kind_id:=|t.production_year:<|ci.person_id:>|ci.role_id:>|mi.info_type_id:<,1,1.208076450153915,1.208076450153915,1.208076450153915,1.208076450153915
mc.company_id:<|mc.company_type_id:>|mi.info_type_id:<,1,1.2073490857543856,1.2073490857543856,1.2073490857543856,1.2073490857543856
t.kind_id:>|t.production_year:<|mc.company_id:<,2,1.2068627733386705,1.2068627733386705,1.3397287440868832,1.3544916297255736
ci.person_id:<|ci.role_id:>|mi.info_type_id:>,2,1.2061614771453741,1.2061614771453741,1.274946095629645,1.2825888310167861
t.kind_id:=|mc.company_id:<|mi_idx.info_type_id:=,1,1.205985153014231,1.205985153014231,1.205985153014231,1.205985153014231
t.production_year:<|mc.company_id:>|mi.info_type_id:<,1,1.2034992064954693,1.2034992064954693,1.2034992064954693,1.2034992064954693
t.kind_id:=|ci.person_id:<|mi.info_type_id:>,1,1.2028642517874635,1.2028642517874635,1.2028642517874635,1.2028642517874635
t.kind_id:<|mc.company_id:<|mc.company_type_id:>|mk.keyword_id:>,1,1.201911031206421,1.201911031206421,1.201911031206421,1.201911031206421
t.kind_id:<|t.production_year:<|mc.company_type_id:>,4,1.201638430877694,1.1905350598497364,1.3639518459115312,1.390737221422141
t.kind_id:<|t.production_year:<,48,1.2010244786624718,1.1519541145789072,1.4961664732189686,2.163598491245848
ci.person_id:<|ci.role_id:=|mk.keyword_id:>,2,1.199972409338073,1.199972409338073,1.3614611640424052,1.3794043590095533
t.kind_id:<|mi.info_type_id:>,8,1.1999548088983993,1.1520425081940808,1.3994758322434144,1.4379701042858506
t.production_year:>|mc.company_id:<|mc.company_type_id:>,1,1.199948460864013,1.199948460864013,1.199948460864013,1.199948460864013
t.kind_id:=|ci.role_id:=|mi.info_type_id:<,1,1.1996520410589115,1.1996520410589115,1.1996520410589115,1.1996520410589115
t.production_year:>|mi.info_type_id:>|mi_idx.info_type_id:>,1,1.1992359146206304,1.1992359146206304,1.1992359146206304,1.1992359146206304
ci.person_id:<|ci.role_id:=|mi_idx.info_type_id:>,1,1.1974978273238257,1.1974978273238257,1.1974978273238257,1.1974978273238257
t.kind_id:<|mc.company_type_id:=|ci.role_id:=,1,1.1965644676220735,1.1965644676220735,1.1965644676220735,1.1965644676220735
t.kind_id:<|mc.company_type_id:>|mk.keyword_id:<,1,1.196496608561911,1.196496608561911,1.196496608561911,1.196496608561911
mc.company_id:>|ci.person_id:<|ci.role_id:=,1,1.1960832500853757,1.1960832500853757,1.1960832500853757,1.1960832500853757
mc.company_id:<|mc.company_type_id:<|ci.person_id:>|ci.role_id:>,1,1.1951683212023014,1.1951683212023014,1.1951683212023014,1.1951683212023014
t.production_year:=|mc.company_id:>|mc.company_type_id:>|mi_idx.info_type_id:=,1,1.1942286348501665,1.1942286348501665,1.1942286348501665,1.1942286348501665
t.kind_id:>,4,1.1931448085872938,1.2136157655583428,1.3071918330703383,1.3138145703706405
t.production_year:<|mc.company_type_id:=,5,1.1920124636772196,1.1325981678033819,1.4330576930296106,1.4744230644848328
t.production_year:<|mc.company_type_id:<|ci.person_id:>,1,1.1916585737506662,1.1916585737506662,1.1916585737506662,1.1916585737506662
t.production_year:<|mi.info_type_id:=|mi_idx.info_type_id:=,1,1.1902413882881782,1.1902413882881782,1.1902413882881782,1.1902413882881782
t.kind_id:>|t.production_year:=|mi.info_type_id:>|mi_idx.info_type_id:>,1,1.1902231668437833,1.1902231668437833,1.1902231668437833,1.1902231668437833
t.kind_id:<|t.production_year:>|mc.company_id:>|ci.role_id:>,1,1.1901011060523494,1.1901011060523494,1.1901011060523494,1.1901011060523494
t.production_year:>|mc.company_id:<|mc.company_type_id:=|mk.keyword_id:>,1,1.1897833760822556,1.1897833760822556,1.1897833760822556,1.1897833760822556
t.production_year:<|mi_idx.info_type_id:<,5,1.1895934009858993,1.228134794304188,1.269389983329677,1.2789683769789895
t.kind_id:=|t.production_year:<|ci.person_id:<|ci.role_id:>|mi_idx.info_type_id:=,1,1.1875434845420398,1.1875434845420398,1.1875434845420398,1.1875434845420398
t.production_year:>|ci.person_id:>|ci.role_id:>,7,1.1872047816986873,1.2079060274791256,1.3378909985920682,1.369453310096011
t.kind_id:=|t.production_year:<|mi_idx.info_type_id:<,5,1.1871515650297568,1.1218430738371619,1.3514340058867254,1.3695502155958665
t.kind_id:<|t.production_year:>|mk.keyword_id:<,6,1.1869421313908783,1.140954061447224,1.4590015298491343,1.5346663462986916
t.production_year:>|mc.company_id:=|mc.company_type_id:=|ci.role_id:=,1,1.1862623762376239,1.1862623762376239,1.1862623762376239,1.1862623762376239
t.kind_id:<|t.production_year:<|ci.person_id:>|ci.role_id:=,1,1.1856258676074496,1.1856258676074496,1.1856258676074496,1.1856258676074496
t.production_year:>|mk.keyword_id:>,21,1.1853656929606537,1.1242126958514411,1.5686427255042814,1.6925249891351586
t.kind_id:=|t.production_year:>|mc.company_id:>,3,1.184548220112811,1.0512904316465683,1.4478823890794377,1.4919481621275343
t.kind_id:>|t.production_year:=|mc.company_id:<|mc.company_type_id:<,1,1.1844388469073608,1.1844388469073608,1.1844388469073608,1.1844388469073608
t.kind_id:=|t.production_year:>|mc.company_type_id:=,7,1.1844128792727489,1.1435445068163592,1.4210925132187295,1.52007252007252
t.production_year:<|mc.company_id:<|mc.company_type_id:>,2,1.1840114970431506,1.1840114970431506,1.1849930572150995,1.185102119456427
t.kind_id:=|mi.info_type_id:>|mi_idx.info_type_id:=,1,1.1812453124965225,1.1812453124965225,1.1812453124965225,1.1812453124965225
t.kind_id:>|ci.person_id:<,2,1.1810718658557113,1.1810718658557113,1.3047272900485407,1.3184667816255218
ci.person_id:>|ci.role_id:<|mi.info_type_id:<,1,1.1801068855182075,1.1801068855182075,1.1801068855182075,1.1801068855182075
t.kind_id:>|t.production_year:<|ci.person_id:>|ci.role_id:>,1,1.180042777035238,1.180042777035238,1.180042777035238,1.180042777035238
t.kind_id:>|t.production_year:=|ci.role_id:>|mi_idx.info_type_id:>,1,1.1791949632144878,1.1791949632144878,1.1791949632144878,1.1791949632144878
t.production_year:<|ci.person_id:>,6,1.1785720014751722,1.1806126140816904,1.3162525498782776,1.3303931604917243
t.production_year:<|mc.company_id:>|mc.company_type_id:<,2,1.1783051804626494,1.1783051804626494,1.1898988731231157,1.1911870611965008
t.kind_id:<|mi.info_type_id:<,6,1.177466487393202,1.1656404607636435,1.3604085700406183,1.4015093443249795
mc.company_id:>|mc.company_type_id:>|mi.info_type_id:=,1,1.1772019343004836,1.1772019343004836,1.1772019343004836,1.1772019343004836
t.kind_id:<|t.production_year:>|mi_idx.info_type_id:>,9,1.1762345861643009,1.1628336676390794,1.4167499809080477,1.4878048780487805
t.production_year:<,38,1.1760766676138548,1.1038162785438714,1.527281099704176,2.2550147531366833
t.kind_id:=|mk.keyword_id:>,14,1.1757247982107093,1.1462637833247817,1.4504485730265722,1.6268757114767671
t.kind_id:=|mc.company_id:<|mk.keyword_id:>,1,1.174780489216126,1.174780489216126,1.174780489216126,1.174780489216126
t.kind_id:<|t.production_year:<|mk.keyword_id:>,7,1.1745025451971702,1.1806988626806427,1.3714317895541828,1.3874314012162379
t.kind_id:>|t.production_year:<,20,1.1725626212479323,1.1198660070343975,1.5396632742163063,1.5680593096591793
t.production_year:<|mc.company_id:<,4,1.1725469018911217,1.0762653392487127,1.4624835710153206,1.5284907556086667
t.production_year:>|mk.keyword_id:<,13,1.1722115224277674,1.1072908646603956,1.4968091192152788,1.6614107883817428
t.kind_id:>|mc.company_type_id:=|mk.keyword_id:>,1,1.1717665413550402,1.1717665413550402,1.1717665413550402,1.1717665413550402
t.kind_id:>|t.production_year:=|mc.company_id:<|mc.company_type_id:=,1,1.1713589004655287,1.1713589004655287,1.1713589004655287,1.1713589004655287
t.kind_id:<|t.production_year:>|ci.person_id:<|ci.role_id:>,2,1.1709731481622465,1.1709731481622465,1.2420397433375616,1.2499360316903745
t.kind_id:>|t.production_year:>|ci.person_id:>|ci.role_id:>,1,1.170658932157893,1.170658932157893,1.170658932157893,1.170658932157893
t.kind_id:<|ci.role_id:=,2,1.1703718845828592,1.1703718845828592,1.2774329862902603,1.2893286642577493
t.production_year:>|mi.info_type_id:<,11,1.170328911289725,1.1392397288146003,1.4124777383257685,1.4647571416130367
mc.company_id:>|mc.company_type_id:>|ci.role_id:>,1,1.1703176337676602,1.1703176337676602,1.1703176337676602,1.1703176337676602
t.kind_id:<|mc.company_id:>,7,1.169878930033896,1.1697175702909868,1.24482190218122,1.267988119375378
t.kind_id:<|t.production_year:>|mc.company_id:<|mc.company_type_id:<|mi_idx.info_type_id:<,1,1.1685497681461767,1.1685497681461767,1.1685497681461767,1.1685497681461767
t.production_year:>|ci.person_id:>|ci.role_id:>|mi.info_type_id:=,1,1.1684738381159767,1.1684738381159767,1.1684738381159767,1.1684738381159767
t.kind_id:>|t.production_year:>|ci.person_id:<|mi_idx.info_type_id:=,1,1.1680929783872618,1.1680929783872618,1.1680929783872618,1.1680929783872618
ci.person_id:<|ci.role_id:>,71,1.1680660357041426,1.1411240581972957,1.3879789574475865,1.5375644066410403
mc.company_id:>|ci.person_id:>,2,1.1678452135560895,1.1678452135560895,1.2763439220798012,1.2883993341379913
t.kind_id:<|t.production_year:<|ci.person_id:<|ci.role_id:<,1,1.167516986714556,1.167516986714556,1.167516986714556,1.167516986714556
t.kind_id:>|mc.company_id:>|mk.keyword_id:<,1,1.16745019831044,1.16745019831044,1.16745019831044,1.16745019831044
t.kind_id:<|t.production_year:>|mc.company_id:<|mc.company_type_id:<|ci.person_id:>|ci.role_id:>,1,1.1672003564560964,1.1672003564560964,1.1672003564560964,1.1672003564560964
t.kind_id:>|ci.role_id:>,2,1.1668028299999693,1.1668028299999693,1.2704194224837002,1.2819323772041147
t.kind_id:<|t.production_year:<|mc.company_id:=|mc.company_type_id:>|mi_idx.info_type_id:=,1,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667
t.production_year:=|mi.info_type_id:>|mi_idx.info_type_id:=,1,1.1665685150172023,1.1665685150172023,1.1665685150172023,1.1665685150172023
t.kind_id:=|t.production_year:=|mc.company_type_id:=|mi_idx.info_type_id:=,1,1.1663299663299664,1.1663299663299664,1.1663299663299664,1.1663299663299664
t.kind_id:=|mi_idx.info_type_id:=|mk.keyword_id:>,2,1.1652119414642268,1.1652119414642268,1.2913967519022485,1.305417286395362
t.production_year:=|mi_idx.info_type_id:=|mk.keyword_id:>,2,1.165102180110115,1.165102180110115,1.2067434695634784,1.211370279502741
t.production_year:>|mc.company_type_id:=|mk.keyword_id:>,1,1.1649560624328266,1.1649560624328266,1.1649560624328266,1.1649560624328266
t.kind_id:<|mc.company_type_id:=|mi_idx.info_type_id:=,1,1.164838484725273,1.164838484725273,1.164838484725273,1.164838484725273
mi.info_type_id:>|mi_idx.info_type_id:=,3,1.1633529526272297,1.1144330993386835,1.3371417037707873,1.3618871042632432
mc.company_id:<|mc.company_type_id:>|mi.info_type_id:>,1,1.1626655216273722,1.1626655216273722,1.1626655216273722,1.1626655216273722
t.kind_id:=|t.production_year:<|mc.company_id:>|mc.company_type_id:>|mk.keyword_id:>,1,1.1626321721861415,1.1626321721861415,1.1626321721861415,1.1626321721861415
t.production_year:<|ci.person_id:<|ci.role_id:>,6,1.1617083802703896,1.1729880995727142,1.3121207562335269,1.355912881524537
t.kind_id:<,3,1.161476385245967,1.1453101941454022,1.2804453282835506,1.2954603431877894
ci.role_id:>|mi_idx.info_type_id:=,2,1.1608936120170525,1.1608936120170525,1.2113783656024153,1.2169877826674556
t.kind_id:<|t.production_year:=|mi_idx.info_type_id:<,3,1.1605161668582749,1.0869466686810696,1.2961583388863909,1.3194040800203155
t.kind_id:<|t.production_year:>|ci.person_id:<|ci.role_id:=,2,1.1595599338451805,1.1595599338451805,1.2837740789236078,1.2975756505989886
t.kind_id:<|mi.info_type_id:<|mi_idx.info_type_id:<,1,1.1595207221002466,1.1595207221002466,1.1595207221002466,1.1595207221002466
t.kind_id:=|t.production_year:=|ci.role_id:=,3,1.1594496587545289,1.1446061372983234,1.28319997104925,1.2985992859104643
t.kind_id:<|mc.company_type_id:>|mi.info_type_id:<,1,1.15929575920949,1.15929575920949,1.15929575920949,1.15929575920949
mi.info_type_id:=|mi_idx.info_type_id:=,2,1.1592944596611896,1.1592944596611896,1.1758558446576513,1.177695998546147
t.production_year:<|ci.role_id:>,2,1.158985136757252,1.158985136757252,1.2864708624381374,1.3006359430693468
t.production_year:>|mc.company_id:>|mi.info_type_id:=,1,1.158572628259087,1.158572628259087,1.158572628259087,1.158572628259087
mc.company_id:>|mc.company_type_id:>|ci.person_id:<|ci.role_id:>,1,1.1583314471383421,1.1583314471383421,1.1583314471383421,1.1583314471383421
t.kind_id:=,4,1.158103764452342,1.1621290487961338,1.2064816701240972,1.2102978042224168
mc.company_id:>|ci.person_id:>|ci.role_id:=,1,1.1579332319716822,1.1579332319716822,1.1579332319716822,1.1579332319716822
t.kind_id:<|mc.company_id:=|mc.company_type_id:=|mi_idx.info_type_id:<,1,1.1572327044025157,1.1572327044025157,1.1572327044025157,1.1572327044025157
mi.info_type_id:>|mk.keyword_id:>,6,1.1569190276378614,1.1345249542859106,1.338630283423706,1.376803153231219
t.kind_id:<|t.production_year:<|ci.person_id:<|ci.role_id:<|mi_idx.info_type_id:>,1,1.15688622754491,1.15688622754491,1.15688622754491,1.15688622754491
t.kind_id:<|mi_idx.info_type_id:=,5,1.1564749734580086,1.1457928340003811,1.2810765680359402,1.3074284885351666
mi.info_type_id:<|mk.keyword_id:<,3,1.1564234621338725,1.2272354294035388,1.2381196102236267,1.2393289636480809
t.production_year:=|mi.info_type_id:>,18,1.1560949536937875,1.1167642698780553,1.4087775840163996,1.4566603179829896
t.kind_id:>|mk.keyword_id:<,11,1.1560283483275144,1.1325385427214723,1.3635289646342539,1.4022224337338962
t.kind_id:<|t.production_year:<|mi_idx.info_type_id:=,5,1.1557741183997519,1.1746618947581744,1.2615389390914307,1.2644907251384496
t.kind_id:>|mc.company_id:>|mc.company_type_id:=,1,1.1549943460233698,1.1549943460233698,1.1549943460233698,1.1549943460233698
mc.company_id:>|mc.company_type_id:=|mi.info_type_id:<,1,1.1546125571319066,1.1546125571319066,1.1546125571319066,1.1546125571319066
mi.info_type_id:<|mi_idx.info_type_id:>,1,1.1540616246498598,1.1540616246498598,1.1540616246498598,1.1540616246498598
t.production_year:<|mk.keyword_id:>,17,1.1537296985572494,1.095447944879593,1.463742180267358,1.9287055667337358
t.production_year:>|ci.role_id:=,6,1.1533168392118163,1.1268983192264388,1.3167272455880084,1.318785890073831
t.kind_id:<|t.production_year:=|mc.company_id:<|mc.company_type_id:>,1,1.1528202999325412,1.1528202999325412,1.1528202999325412,1.1528202999325412
mi_idx.info_type_id:=|mk.keyword_id:<,4,1.152388302077558,1.1312234835640826,1.2663892587014576,1.2891688811200588
t.kind_id:>|t.production_year:=|ci.person_id:<|ci.role_id:>,1,1.1520649070269517,1.1520649070269517,1.1520649070269517,1.1520649070269517
t.kind_id:<|mc.company_id:>|mc.company_type_id:=,1,1.1518764758092879,1.1518764758092879,1.1518764758092879,1.1518764758092879
t.kind_id:=|t.production_year:<|mc.company_id:<|mc.company_type_id:<|ci.person_id:>|ci.role_id:=,1,1.1516652713964832,1.1516652713964832,1.1516652713964832,1.1516652713964832
t.kind_id:<|t.production_year:=|mc.company_type_id:=|mi.info_type_id:<,1,1.1513876551768962,1.1513876551768962,1.1513876551768962,1.1513876551768962
t.kind_id:=|t.production_year:>|ci.person_id:>|ci.role_id:>,3,1.1508282776581,1.075975608114475,1.2820863127412634,1.3049875021442399
t.kind_id:=|t.production_year:=|ci.person_id:<|ci.role_id:>|mk.keyword_id:>,1,1.150575287643822,1.150575287643822,1.150575287643822,1.150575287643822
t.production_year:<|mc.company_id:<|mi_idx.info_type_id:<,1,1.1491656620772794,1.1491656620772794,1.1491656620772794,1.1491656620772794
